철도운영기관명,선명,역명,지번주소,도로명주소,자치구
서울교통공사,6호선,독바위,서울특별시 은평구 불광동 13-33,서울특별시 은평구 불광로 지하129-1 (불광동),은평구
서울교통공사,6호선,돌곶이,서울특별시 성북구 석관동 349-8,서울특별시 성북구 화랑로 지하243 (석관동),성북구
서울교통공사,6호선,동묘앞,서울특별시 종로구 숭인동 316-3,서울특별시 종로구 지봉로 지하24 (숭인동),종로구
서울교통공사,6호선,디지털미디어시티,서울특별시 은평구 증산동 223-25,서울특별시 은평구 수색로 지하175 (증산동),은평구
서울교통공사,6호선,마포구청,서울특별시 마포구 성산동 592,서울특별시 마포구 월드컵로 지하190 (성산동),마포구
서울교통공사,6호선,망원,서울특별시 마포구 망원동 378,서울특별시 마포구 월드컵로 지하77 (망원동),마포구
서울교통공사,6호선,버티고개,서울특별시 중구 신당동 366-454,서울특별시 중구 다산로 지하38 (신당동),중구
서울교통공사,6호선,보문,서울특별시 성북구 보문동1가 127-1,서울특별시 성북구 보문로 지하116 (보문동1가),성북구
서울교통공사,6호선,봉화산,서울특별시 중랑구 신내동 643-1,서울특별시 중랑구 신내로 지하232 (신내동),중랑구
서울교통공사,6호선,불광,서울특별시 은평구 대조동 14-1,서울특별시 은평구 통일로 지하723-1 (대조동),은평구
서울교통공사,6호선,삼각지,서울특별시 용산구 한강로1가 228-1,서울특별시 용산구 한강대로 지하185 (한강로1가),용산구
서울교통공사,6호선,상수,서울특별시 마포구 상수동 309-10,서울특별시 마포구 독막로 지하85 (상수동),마포구
서울교통공사,6호선,상월곡,서울특별시 성북구 상월곡동 26-1,서울특별시 성북구 화랑로 지하157 (상월곡동),성북구
서울교통공사,6호선,새절,서울특별시 은평구 신사동 337-5,서울특별시 은평구 증산로 지하400 (신사동,은평구
서울교통공사,6호선,석계,서울특별시 노원구 월계동 25-2,서울특별시 노원구 화랑로 지하347-1 (월계동),노원구
서울교통공사,6호선,신내,서울특별시 중랑구 신내동 19,서울특별시 중랑구 용마산로 136길 33,중랑구
서울교통공사,6호선,신당,서울특별시 중구 흥인동 162-1,서울특별시 중구 다산로 지하260 (흥인동),중구
서울교통공사,6호선,안암,서울특별시 성북구 안암동5가 146-1,서울특별시 성북구 인촌로 지하89 (안암동5가),성북구
서울교통공사,6호선,약수,서울특별시 중구 신당동 369-2,서울특별시 중구 다산로 지하115 (신당동),중구
서울교통공사,6호선,역촌,서울특별시 은평구 녹번동 144-69,서울특별시 은평구 서오릉로 지하63 (녹번동),은평구
서울교통공사,6호선,연신내,서울특별시 은평구 갈현동 397,서울특별시 은평구 통일로 지하849 (갈현동),은평구
서울교통공사,6호선,월곡,서울특별시 성북구 하월곡동 35-1,서울특별시 성북구 월곡로 지하107 (하월곡동),성북구
서울교통공사,6호선,월드컵경기장,서울특별시 마포구 성산동 420,서울특별시 마포구 월드컵로 지하240 (성산동),마포구
서울교통공사,6호선,응암,서울특별시 은평구 역촌동 85-41,서울특별시 은평구 증산로 지하477 (역촌동),은평구
서울교통공사,6호선,이태원,서울특별시 용산구 이태원동 119-23,서울특별시 용산구 이태원로 지하177 (이태원동),용산구
서울교통공사,6호선,증산,서울특별시 은평구 증산동 199-8,서울특별시 은평구 증산로 지하306 (증산동),은평구
서울교통공사,6호선,창신,서울특별시 종로구 창신동 20-8,서울특별시 종로구 지봉로 지하112 (창신동),종로구
서울교통공사,6호선,청구,서울특별시 중구 신당동 295-2,서울특별시 중구 청구로 지하77 (신당동),중구
서울교통공사,6호선,태릉입구,서울특별시 노원구 공릉동 616-4,서울특별시 노원구 동일로 지하992-1 (공릉동),노원구
서울교통공사,6호선,한강진,서울특별시 용산구 한남동 726-494,서울특별시 용산구 이태원로 지하287 (한남동),용산구
서울교통공사,6호선,합정,서울특별시 마포구 합정동 414,서울특별시 마포구 양화로 지하45 (합정동),마포구
서울교통공사,6호선,화랑대,서울특별시 노원구 공릉동 285-2,서울특별시 노원구 화랑로 지하510 (공릉동),노원구
서울교통공사,6호선,효창공원앞,서울특별시 용산구 효창동 80 ,서울특별시 용산구 백범로 지하287 (효창동),용산구
철도운영기관명,선명,역명,지번주소,도로명주소,
서울교통공사,7호선,장암,경기도 의정부시 장암동 160-8,경기도 의정부시 동일로 121 (장암동),부시 장
서울교통공사,7호선,도봉산,서울특별시 도봉구 도봉동 38-3,서울특별시 도봉구 도봉로 964-40 (도봉동),도봉구
서울교통공사,7호선,수락산,서울특별시 노원구 상계동 1132-9,서울특별시 노원구 동일로 지하1662 (상계동),노원구
서울교통공사,7호선,마들,서울특별시 노원구 상계동 650,서울특별시 노원구 동일로 지하1530-1 (상계동),노원구
서울교통공사,7호선,노원,서울특별시 노원구 상계동 729,서울특별시 노원구 동일로 지하1409 (상계동),노원구
서울교통공사,7호선,중계,서울특별시 노원구 중계동 503-3,서울특별시 노원구 동일로 지하1308-1 (중계동),노원구
서울교통공사,7호선,하계,서울특별시 노원구 하계동 273-5,서울특별시 노원구 동일로 지하1196?(하계동),노원구
서울교통공사,7호선,공릉,서울특별시 노원구 공릉동 385-4,서울특별시 노원구 동일로 지하1074 (공릉동),노원구
서울교통공사,7호선,태릉입구,서울특별시 노원구 공릉동 616-4,서울특별시 노원구 동일로 지하992-1 (공릉동),노원구
서울교통공사,7호선,먹골,서울특별시 중랑구 묵동 189-5,서울특별시 중랑구 동일로 지하901?(묵동),중랑구
서울교통공사,7호선,중화,서울특별시 중랑구 중화동 50-3,서울특별시 중랑구 동일로 지하797 (중화동),중랑구
서울교통공사,7호선,상봉,서울특별시 중랑구 상봉동 100-9,서울특별시 중랑구 망우로 지하297 (상봉동),중랑구
서울교통공사,7호선,면목,서울특별시 중랑구 면목동 282-6,서울특별시 중랑구 면목로 지하407?(면목동),중랑구
서울교통공사,7호선,사가정,서울특별시 중랑구 면목동 495,서울특별시 중랑구 사가정로 지하393 (면목동),중랑구
서울교통공사,7호선,용마산,서울특별시 중랑구 면목동 1316-5,서울특별시 중랑구 용마산로 지하227?(면목동),중랑구
서울교통공사,7호선,중곡,서울특별시 광진구 중곡동 273-2 ,서울특별시 광진구 능동로 지하417 (중곡동),광진구
서울교통공사,7호선,군자,서울특별시 광진구 능동 275-5,서울특별시 광진구 천호대로 지하550 (능동) ,광진구
서울교통공사,7호선,어린이대공원,서울특별시 광진구 화양동 164-1,서울특별시 광진구 능동로 지하210?(화양동),광진구
서울교통공사,7호선,건대입구,서울특별시 광진구 화양동 6-3,서울특별시 광진구 능동로 지하110 (화양동),광진구
서울교통공사,7호선,뚝섬유원지,서울특별시 광진구 자양동 73-2,서울특별시 광진구 능동로 10 (자양동),광진구
서울교통공사,7호선,청담,서울특별시 강남구 청담동 77-76,서울특별시 강남구 학동로 지하508 (청담동),강남구
서울교통공사,7호선,강남구청,서울특별시 강남구 삼성동 111-44,서울특별시 강남구 학동로 지하346 (삼성동),강남구
서울교통공사,7호선,학동,서울특별시 강남구 논현동 279-67,서울특별시 강남구 학동로 지하180?(논현동),강남구
서울교통공사,7호선,논현,서울특별시 강남구 논현동 279-67,서울특별시 강남구 학동로 지하102?(논현동),강남구
서울교통공사,7호선,반포,서울특별시 서초구 잠원동 103,서울특별시 서초구 신반포로 지하241?(잠원동),서초구
서울교통공사,7호선,고속터미널,서울특별시 서초구 반포동 19-11,서울특별시 서초구 신반포로 지하188 (반포동),서초구
서울교통공사,7호선,내방,서울특별시 서초구 반포동 19-11,서울특별시 서초구 서초대로 지하103 (방배동),서초구
서울교통공사,7호선,총신대입구,서울특별시 동작구 사당동 144-4,서울특별시 동작구 사당로 지하310 (사당동),동작구
서울교통공사,7호선,남성,서울특별시 동작구 사당동 산25-33,서울특별시 동작구 사당로 지하218 (사당동),동작구
서울교통공사,7호선,숭실대입구,서울특별시 동작구 상도동 514,서울특별시 동작구 상도로 지하378?(상도동),동작구
서울교통공사,7호선,상도,서울특별시 동작구 상도1동 702-1,서울특별시 동작구 상도로 지하272?(상도1동),동작구
서울교통공사,7호선,장승배기,서울특별시 동작구 상도동 26-20,서울특별시 동작구 상도로 지하188?(상도동),동작구
서울교통공사,7호선,신대방삼거리,서울특별시 동작구 대방동 406-10,서울특별시 동작구 상도로 지하76 (대방동) ?,동작구
서울교통공사,7호선,보라매,서울특별시 동작구 대방동 466-51,서울특별시 동작구 상도로 지하2?(대방동),동작구
서울교통공사,7호선,신풍,서울특별시 영등포구 신길동 3599,서울특별시 영등포구 신풍로 지하27?(신길동),영등포구
서울교통공사,7호선,대림,서울특별시 영등포구 대림동 1050-17,서울특별시 영등포구 도림로 지하137?(대림동),영등포구
서울교통공사,7호선,남구로,서울특별시 구로구 구로동 801-95,서울특별시 구로구 도림로 지하7?(구로동),구로구
서울교통공사,7호선,가산디지털단지,서울특별시 금천구 가산동 468-4,서울특별시 금천구 벚꽃로 309 (가산동),금천구
서울교통공사,7호선,철산,경기도 광명시 철산동 526,경기도 광명시 철산로 지하13 (철산동),시 철산
서울교통공사,7호선,광명사거리,경기도 광명시 광명동 158-211,경기도 광명시 오리로 지하980?(광명동),시 광명
서울교통공사,7호선,천왕,서울특별시 구로구 오류동 174-5,서울특별시 구로구 오리로 지하1154?(오류동),구로구
서울교통공사,7호선,온수,서울특별시 구로구 온수동 119,서울특별시 구로구 경인로3길 지하64 (온수동),구로구
서울교통공사,7호선,까치울,경기도 부천시 원미구 춘의동 3-1,경기도 부천시 원미구 길주로 지하626?(춘의동),시 원미
서울교통공사,7호선,부천종합운동장,경기도 부천시 원미구 춘의동 15-1,경기도 부천시 원미구 길주로 지하502?(춘의동),시 원미
서울교통공사,7호선,춘의,경기도 부천시 원미구 춘의동 145,경기도 부천시 원미구 길주로 지하406 (춘의동),시 원미
서울교통공사,7호선,신중동,경기도 부천시 원미구 춘의동 145,경기도 부천시 원미구 길주로 지하314 (중동),시 원미
서울교통공사,7호선,부천시청,경기도 부천시 원미구 중동 1243,경기도 부천시 원미구 길주로 지하202?(중동),시 원미
서울교통공사,7호선,상동,경기도 부천시 원미구 상동 633,경기도 부천시 원미구 길주로 지하104?(상동),시 원미
서울교통공사,7호선,삼산체육관,인천광역시 부평구 삼산동 466,인천광역시 부평구 길주로 지하713 (삼산동),부평구
서울교통공사,7호선,굴포천,인천광역시 부평구 삼산동 466,인천광역시 부평구 길주로 지하623 (삼산동),부평구
서울교통공사,7호선,부평구청,인천광역시 부평구 갈산동 193-45,인천광역시 부평구 길주로 지하527?(갈산동),부평구
철도운영기관명,선명,역명,지번주소,도로명주소,
서울교통공사,8호선,암사,서울특별시 강동구 암사동 501,서울특별시 강동구 올림픽로 지하776 (암사동),강동구
서울교통공사,8호선,천호,서울특별시 강동구 천호동 455,서울특별시 강동구 천호대로 지하997 (천호동) ,강동구
서울교통공사,8호선,강동구청,서울특별시 강동구 성내동 319,서울특별시 강동구 올림픽로 지하550 (성내동),강동구
서울교통공사,8호선,몽촌토성,서울특별시 송파구 신천동 19,서울특별시 송파구 올림픽로 지하383 (신천동),송파구
서울교통공사,8호선,잠실,서울특별시 송파구 신천동 7-4,서울특별시 송파구 올림픽로 305 (신천동),송파구
서울교통공사,8호선,석촌,서울특별시 송파구 석촌동 209,서울특별시 송파구 송파대로 지하439?(석촌동),송파구
서울교통공사,8호선,송파,서울특별시 송파구 가락동 459-4,서울특별시 송파구 송파대로 지하354 (가락동),송파구
서울교통공사,8호선,가락시장,서울특별시 송파구 가락동 184-23,서울특별시 송파구 송파대로 지하257?(가락동),송파구
서울교통공사,8호선,문정,서울특별시 송파구 문정동 119-4,서울특별시 송파구 송파대로 지하179 (문정동),송파구
서울교통공사,8호선,장지,서울특별시 송파구 장지동 201-5,서울특별시 송파구 송파대로 지하82?(장지동),송파구
서울교통공사,8호선,복정,서울특별시 송파구 장지동 596-21,서울특별시 송파구 송파대로 지하6 (장지동),송파구
서울교통공사,8호선,산성,경기도 성남시 수정구 신흥동 7,경기도 성남시 수정구 수정로 지하365?(신흥동),시 수정
서울교통공사,8호선,남한산성입구,경기도 성남시 수정구 단대동 96,경기도 성남시 수정구 산성대로 지하445 (단대동) ?,시 수정
서울교통공사,8호선,단대오거리,경기도 성남시 수정구 신흥동 2467,경기도 성남시 수정구 산성대로 지하365 (신흥동),시 수정
서울교통공사,8호선,신흥,경기도 성남시 수정구 신흥동 2467,경기도 성남시 수정구 산성대로 지하280 (신흥동),시 수정
서울교통공사,8호선,수진,경기도 성남시 수정구 수진동 2205-1,경기도 성남시 수정구 산성대로 지하200 (수진동),시 수정
서울교통공사,8호선,모란,경기도 성남시 수정구 수진동 4518,경기도 성남시 수정구 산성대로 지하100 (수진동),시 수정
철도운영기관명,선명,역명,지번주소,도로명주소,
서울9호선,9호선,개화,서울특별시 강서구 개화동 493-2,서울특별시 강서구 개화동로 8길 38,강서구
서울9호선,9호선,김포공항,서울특별시 강서구 방화동 886,서울특별시 강서구 하늘길 77,강서구
서울9호선,9호선,공항시장,서울특별시 강서구 공항동 산 20-2,서울특별시 강서구 방화동로 30,강서구
서울9호선,9호선,신방화,서울특별시 강서구 방화동 217-156,서울특별시 강서구 방화대로 301,강서구
서울9호선,9호선,마곡나루,서울특별시 강서구 마곡동 367-6,서울특별시 강서구 마곡중앙5로 2,강서구
서울9호선,9호선,양천향교,서울특별시 강서구 가양동 159-3,서울특별시 강서구 양천로 341,강서구
서울9호선,9호선,가양,서울특별시 강서구 가양동 14-61,서울특별시 강서구 양천로 485,강서구
서울9호선,9호선,증미,서울특별시 강서구 등촌동 666-40,서울특별시 강서구 양천로 560,강서구
서울9호선,9호선,등촌,서울특별시 강서구 등촌동 666-94,서울특별시 강서구 공항대로 529,강서구
서울9호선,9호선,염창,서울특별시 강서구 염창동 284-84,서울특별시 강서구 공항대로 631,강서구
서울9호선,9호선,신목동,서울특별시 양천구 목동 136-2,서울특별시 양천구 목동중앙로 217,양천구
서울9호선,9호선,선유도,서울특별시 영등포구 양평동5가 66-1,서울특별시 영등포구 양평로 124,영등포구
서울9호선,9호선,당산,서울특별시 영등포구 당산동6가 227-1,서울특별시 영등포구 양평로 40,영등포구
서울9호선,9호선,국회의사당,서울특별시 영등포구 여의도동 1-6,서울특별시 영등포구 국회대로 758,영등포구
서울9호선,9호선,여의도,서울특별시 영등포구 여의도동 2-6,서울특별시 영등포구 의사당대로 101,영등포구
서울9호선,9호선,샛강,서울특별시 영등포구 여의도동 5-6,서울특별시 영등포구 의사당대로 166,영등포구
서울9호선,9호선,노량진,서울특별시 동작구 노량진동 60-11,서울특별시 동작구 노량진로 130,동작구
서울9호선,9호선,노들,서울특별시 동작구 본동 344-10,서울특별시 동작구 노량진로 238,동작구
서울9호선,9호선,흑석,서울특별시 동작구 흑석동 4,서울특별시 동작구 현충로 90,동작구
서울9호선,9호선,동작,서울특별시 동작구 동작동 326,서울특별시 동작구 현충로 220,동작구
서울9호선,9호선,구반포,서울특별시 서초구 반포동 817,서울특별시 서초구 신반포로 17,서초구
서울9호선,9호선,신반포,서울특별시 서초구 반포동 128-1,서울특별시 서초구 신반포로 105,서초구
서울9호선,9호선,고속터미널,서울특별시 서초구 반포동 19-11,서울특별시 서초구 신반포로 188,서초구
서울9호선,9호선,사평,서울특별시 서초구 반포동 128-7,서울특별시 서초구 사평대로 285,서초구
서울9호선,9호선,신논현,서울특별시 강남구 역삼동 800,서울특별시 강남구 봉은사로 102,강남구
서울9호선,9호선,언주,서울특별시 강남구 논현동 279-165,서울특별시 강남구 봉은사로 201,강남구
서울9호선,9호선,선정릉,서울특별시 강남구 삼성동 111-114,서울특별시 강남구 선릉로 580,강남구
서울9호선,9호선,삼성중앙,서울특별시 강남구 삼성동 111-147,서울특별시 강남구 봉은사로 501,강남구
서울9호선,9호선,봉은사,서울특별시 강남구 삼성동 172,서울특별시 강남구 봉은사로 601,강남구
서울9호선,9호선,종합운동장,서울특별시 송파구 잠실동 123,서울특별시 송파구 올림픽로 23,송파구
철도운영기관명,선명,역명,지번주소,도로명주소,
우이신설,우이신설,북한산우이,서울특별시 강북구 우이동 16-20,,강북구
우이신설,우이신설,솔밭공원,서울특별시 강북구 우이동 57-28,,강북구
우이신설,우이신설,4.19민주묘지,서울특별시 강북구 우이동 72-186,,강북구
우이신설,우이신설,가오리,서울특별시 강북구 수유동 338-46,,강북구
우이신설,우이신설,화계,서울특별시 강북구 수유동 472-677,,강북구
우이신설,우이신설,삼양,서울특별시 강북구 미아동 791-4703,서울특별시 강북구 미아동 삼양로,강북구
우이신설,우이신설,삼양사거리,서울특별시 강북구 미아동 745-142,,강북구
우이신설,우이신설,솔샘,서울특별시 강북구 미아동 1353-20,,강북구
우이신설,우이신설,북한산보국문,서울특별시 성북구 정릉동 286-19,,성북구
우이신설,우이신설,정릉,서울특별시 성북구 정릉동 139-80,,성북구
우이신설,우이신설,성신여대입구,서울특별시 성북구 동선동4가 1번지,서울특별시 성북구 동소문로 102,성북구
우이신설,우이신설,보문,서울특별시 성북구 보문동1가 127-1번지,서울 성북구 보문로 지하 116,성북구
우이신설,우이신설,신설동,서울특별시 동대문구 신설동 76-5,서울특별시 동대문구 왕산로 1,동대문구
철도운영기관명,선명,역명,지번주소,도로명주소,
인천교통공사,인천1호선,계양,인천광역시 계양구 귤현동 451-264,인천광역시 계양구 다남로 24,계양구
인천교통공사,인천1호선,귤현,인천광역시 계양구 귤현동 334-1,인천광역시 계양구 장제로 1136,계양구
인천교통공사,인천1호선,박촌,인천광역시 계양구 박촌동 101-8,인천광역시 계양구 장제로 지하 992,계양구
인천교통공사,인천1호선,임학,인청광역시 계양구 임학동 93,인천광역시 계양구 장제로 지하 875,계양구
인천교통공사,인천1호선,계산,인청광역시 계양구 계산동 1014,인천광역시 계양구 경명대로 지하 1089,계양구
인천교통공사,인천1호선,경인교대입구,인천광역시 계양구 계산동 1034,인천광역시 계양구 계양대로 지하 162,계양구
인천교통공사,인천1호선,작전,인천광역시 계양구 작전동 878,인천광역시 계양구 계양대로 지하 73,계양구
인천교통공사,인천1호선,갈산,인천광역시 부편구 청천동 112,인천광역시 부평구 부평대로 지하 286,부편구
인천교통공사,인천1호선,부평구청,인천광역시 부평구 청천동 112,인천광역시 부평구 부평대로 지하 189,부평구
인천교통공사,인천1호선,부평시장,인천광역시 부평구 부평동 224-1,인천광역시 부평구 부평대로 지하 69,부평구
인천교통공사,인천1호선,부평,인천광역시 부평구 부평동 224-1,인천광역시 부평구 광장로 지하 15,부평구
인천교통공사,인천1호선,동수,인천광역시 부평구 부평동 686,인천광역시 부평구 경인로 지하 877,부평구
인천교통공사,인천1호선,부평삼거리,인천광역시 부평구 십정동 592,인천광역시 부평구 경인로 지하 765,부평구
인천교통공사,인천1호선,간석오거리,인천광역시 남동구 간석동 239-3,인천광역시 남동구 경인로 지하 642,남동구
인천교통공사,인천1호선,인천시청,인천광역시 남돌구 간석동 927,인천광역시 남동구 예술로 지하 264,남돌구
인천교통공사,인천1호선,예술회관,인천광역시 남동구 구월동 1408,인천광역시 남동구 예술로 지하 172,남동구
인천교통공사,인천1호선,인천터미널,인천광역시 남구 관교동 14,인천광역시 남구 예술로 지하 85,남구 관
인천교통공사,인천1호선,문학경기장,인천광역시 연수구 선학동 117-1,인천광역시 연수구 예술로 지하 2,연수구
인천교통공사,인천1호선,선학,인천광역시 연수구 선학동 241-2,인천광역시 연수구 경원대로 지하 480,연수구
인천교통공사,인천1호선,신연수,인천광역시 연수구 선학동 384,인천광역시 연수구 경원대로 지하 368,연수구
인천교통공사,인천1호선,원인재,인천광역시 연수구 연수동 647,인천광역시 연수구 경원대로 지하 285,연수구
인천교통공사,인천1호선,동춘,인천광역시 연수구 동춘동 926-11,인천광역시 연수구 경원대로 지하 180,연수구
인천교통공사,인천1호선,동막,인천광역시 연수구 동춘동 927-1,인천광역시 연수구 경원대로 지하 80,연수구
인천교통공사,인천1호선,캠퍼스타운,인천광역시 연수구 송도동 3-47,인천광역시 연수구 송도국제대로 지하 66,연수구
인천교통공사,인천1호선,테크노파크,인천광역시 연수구 송도동 7-51,인천광역시 연수구 송도국제대로 지하 150,연수구
인천교통공사,인천1호선,지식정보단지,인천광역시 연수구 송도동 48,인천광역시 연수구 인천광역시타워대로 지하 57,연수구
인천교통공사,인천1호선,인천대입구,인천광역시 연수구 송도동 48,인천광역시 연수구 인천광역시타워대로 지하 155,연수구
인천교통공사,인천1호선,센트럴파크,인천광역시 연수구 송도동 78,인천광역시 연수구 인천광역시타워대로 지하 240,연수구
인천교통공사,인천1호선,국제업무지구,인천광역시 연수구 송도동 78,인천광역시 연수구 인천광역시타워대로 지하 334,연수구
철도운영기관명,선명,역명,지번주소,도로명주소,
인천교통공사,인천2호선,검단오류,인천광역시 서구 오류동 450-4,인천광역시 서구 검단로 187,서구 오
인천교통공사,인천2호선,왕길,인천광역시 서구 왕길동 474-8,인천광역시 서구 검단로 323,서구 왕
인천교통공사,인천2호선,검단사거리,인천광역시 서구 왕길동234-1,인천광역시 서구 검단로 473,서구 왕
인천교통공사,인천2호선,마전,인천광역시 서구 마전동 999-25,인천광역시 서구 완정로 68,서구 마
인천교통공사,인천2호선,완정,인천광역시 서구 ?당하동 1077-10,인천광역시 서구 원당대로 650,서구 ?
인천교통공사,인천2호선,독정,인천광역시 서구 백석동 74-1,인천광역시 서구 서곶로 760,서구 백
인천교통공사,인천2호선,검암,인천광역시 서구 검암동 370-25,인천광역시 서구 검바위로 4,서구 검
인천교통공사,인천2호선,검바위,인천광역시 서구 검암동 산72-15,인천광역시 서구 서곶로 492,서구 검
인천교통공사,인천2호선,아시아드경기장,인천광역시 서구 연희동 94-6,인천광역시 서구 서곶로 382,서구 연
인천교통공사,인천2호선,서구청,인천광역시 서구 심곡동 산7-4,인천광역시 서구 서곶로 294,서구 심
인천교통공사,인천2호선,가정,인천광역시 서구 가정동 산116-5,인천광역시 서구 봉오대로 234,서구 가
인천교통공사,인천2호선,가정중앙시장,인천광역시 서구 가정동 529,인천광역시 서구 가남로 400,서구 가
인천교통공사,인천2호선,석남,인천광역시 서구 석남동 600,인천광역시 서구 가석로 257,서구 석
인천교통공사,인천2호선,서부여성회관,인천광역시 서구 석남동 563-4,인천광역시 서구 가석로 169,서구 석
인천교통공사,인천2호선,인천가좌,인천광역시 서구 가좌동 110,인천광역시 서구 가석로 67,서구 가
인천교통공사,인천2호선,가재울,인천광역시 서구 가좌동 288,인천광역시 서구 열우물로 252,서구 가
인천교통공사,인천2호선,주안국가산단,인천광역시 서구 가좌동 606-11,인천광역시 서구 방축로 343,서구 가
인천교통공사,인천2호선,주안,인천광역시 남구 주안동 125,인천광역시 남구 주안로 지하 91-1,남구 주
인천교통공사,인천2호선,시민공원,인천광역시 남구 주안동 189번지,인천광역시 남구 경인로 371,남구 주
인천교통공사,인천2호선,석바위시장,인천광역시 남구 주안동 1597번지,인천광역시 남구 구월로 19,남구 주
인천교통공사,인천2호선,인천시청,인천광역시 남동구 간석동 927,인천광역시 남동구 예술로 지하 264,남동구
인천교통공사,인천2호선,석천사거리,인천광역시 남동구 구월동 73-3번지,인천광역시 남동구 구월로 181,남동구
인천교통공사,인천2호선,모래내시장,인천광역시 남동구 구월동 341-6번지,인천광역시 남동구 구월로 255,남동구
인천교통공사,인천2호선,만수,인천광역시 남동구 만수동 993번지,인천 남동구 구월로 지하 367,남동구
인천교통공사,인천2호선,남동구청,인천광역시 남동구 만수동 1006번지,인천광역시 남동구 인주대로 889,남동구
인천교통공사,인천2호선,인천대공원,인천광역시 남동구 장수동 606-9,인천광역시 남동구 수인로 3687,남동구
인천교통공사,인천2호선,운연,인천광역시 남동구 운연동 131-2,인천광역시 남동구 운연로 71-1,남동구
